source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
6793	Bcell	luminal_ar	COL4A1	ITGB1	9.82493008426092e-05	0	COL4A1_ITGB1				
6794	endothelial	luminal_ar	COL4A1	ITGB1	0.000286012640417285	0	COL4A1_ITGB1				
6795	macrophage	luminal_ar	COL4A1	ITGB1	9.30934931541232e-05	0	COL4A1_ITGB1				
6796	stroma	luminal_ar	COL4A1	ITGB1	0.000123154512996892	0	COL4A1_ITGB1				
6797	Bcell	macrophage	COL4A1	ITGB1	0.000107058040019178	0	COL4A1_ITGB1				
6798	endothelial	macrophage	COL4A1	ITGB1	0.000311650433476068	0	COL4A1_ITGB1				
6799	macrophage	macrophage	COL4A1	ITGB1	0.000101440024891928	0	COL4A1_ITGB1				
6800	stroma	macrophage	COL4A1	ITGB1	0.000134195879508882	0	COL4A1_ITGB1				
6801	Tcell	macrophage	COL4A1	ITGB1	8.48114802729278e-05	0.01	COL4A1_ITGB1				
6802	Bcell	mesenchymal	COL4A1	ITGB1	9.27357654206247e-05	0.01	COL4A1_ITGB1				
6803	endothelial	mesenchymal	COL4A1	ITGB1	0.000269965082780862	0	COL4A1_ITGB1				
6804	macrophage	mesenchymal	COL4A1	ITGB1	8.78692649332533e-05	0	COL4A1_ITGB1				
6805	stroma	mesenchymal	COL4A1	ITGB1	0.000116243514136581	0	COL4A1_ITGB1				
6806	basal_like_1	stroma	COL4A1	ITGB1	7.75816071431536e-05	0	COL4A1_ITGB1				
6807	Bcell	stroma	COL4A1	ITGB1	0.000120709652738593	0	COL4A1_ITGB1				
6808	endothelial	stroma	COL4A1	ITGB1	0.000351381681134922	0	COL4A1_ITGB1				
6809	macrophage	stroma	COL4A1	ITGB1	0.000114375332756484	0	COL4A1_ITGB1				
6810	stroma	stroma	COL4A1	ITGB1	0.000151307477232764	0	COL4A1_ITGB1				
6811	Tcell	stroma	COL4A1	ITGB1	9.56265720462679e-05	0	COL4A1_ITGB1				
6812	Bcell	Tcell	COL4A1	ITGB1	9.54124270008204e-05	0	COL4A1_ITGB1				
6813	endothelial	Tcell	COL4A1	ITGB1	0.000277755748949387	0	COL4A1_ITGB1				
6814	macrophage	Tcell	COL4A1	ITGB1	9.04054758782837e-05	0	COL4A1_ITGB1				
6815	stroma	Tcell	COL4A1	ITGB1	0.000119598606109017	0	COL4A1_ITGB1				
6816	basal_like_1	basal_like_1	ECM1	ITGB4	3.44325044382345e-06	0	ECM1_ITGB4				
6817	Bcell	basal_like_1	ECM1	ITGB4	2.66003072479549e-06	0.01	ECM1_ITGB4				
6818	endothelial	basal_like_1	ECM1	ITGB4	2.85941645167327e-06	0	ECM1_ITGB4				
6819	macrophage	basal_like_1	ECM1	ITGB4	4.33604844820226e-06	0	ECM1_ITGB4				
6820	stroma	basal_like_1	ECM1	ITGB4	2.49545642297381e-06	0	ECM1_ITGB4				
6821	macrophage	Bcell	ECM1	ITGB4	4.29002892329075e-06	0.03	ECM1_ITGB4				
6822	basal_like_1	endothelial	ECM1	ITGB4	7.80158827803789e-06	0	ECM1_ITGB4				
6823	Bcell	endothelial	ECM1	ITGB4	6.02700426060465e-06	0	ECM1_ITGB4				
6824	endothelial	endothelial	ECM1	ITGB4	6.4787638078976e-06	0	ECM1_ITGB4				
6825	macrophage	endothelial	ECM1	ITGB4	9.82444555521602e-06	0	ECM1_ITGB4				
6826	stroma	endothelial	ECM1	ITGB4	5.65411876121325e-06	0	ECM1_ITGB4				
6827	Tcell	endothelial	ECM1	ITGB4	4.29791688526954e-06	0.01	ECM1_ITGB4				
6828	basal_like_1	luminal_ar	ECM1	ITGB4	3.18265241227658e-06	0.01	ECM1_ITGB4				
6829	Bcell	luminal_ar	ECM1	ITGB4	2.45870953602827e-06	0.04	ECM1_ITGB4				
6830	endothelial	luminal_ar	ECM1	ITGB4	2.64300503665713e-06	0.04	ECM1_ITGB4				
6831	macrophage	luminal_ar	ECM1	ITGB4	4.00788040575329e-06	0	ECM1_ITGB4				
6832	stroma	luminal_ar	ECM1	ITGB4	2.30659081126124e-06	0.03	ECM1_ITGB4				
6833	basal_like_1	mesenchymal	ECM1	ITGB4	4.96913080889035e-06	0	ECM1_ITGB4				
6834	Bcell	mesenchymal	ECM1	ITGB4	3.83882770963818e-06	0	ECM1_ITGB4				
6835	endothelial	mesenchymal	ECM1	ITGB4	4.12657118425958e-06	0	ECM1_ITGB4				
6836	macrophage	mesenchymal	ECM1	ITGB4	6.25757079236475e-06	0	ECM1_ITGB4				
6837	stroma	mesenchymal	ECM1	ITGB4	3.60132229829797e-06	0	ECM1_ITGB4				
6838	basal_like_1	stroma	ECM1	ITGB4	1.95438557203752e-06	0.03	ECM1_ITGB4				
6839	macrophage	stroma	ECM1	ITGB4	2.46113779307454e-06	0.02	ECM1_ITGB4				
6840	basal_like_1	luminal_ar	MMP7	ERBB4	2.57946819473365e-07	0	MMP7_ERBB4				
6841	Bcell	luminal_ar	MMP7	ERBB4	4.595646979644e-07	0	MMP7_ERBB4				
6842	luminal_ar	luminal_ar	MMP7	ERBB4	1.77875316864344e-07	0	MMP7_ERBB4				
6843	macrophage	luminal_ar	MMP7	ERBB4	3.61737417964881e-07	0	MMP7_ERBB4				
6844	mesenchymal	luminal_ar	MMP7	ERBB4	2.85018913222082e-06	0	MMP7_ERBB4				
6845	Tcell	luminal_ar	MMP7	ERBB4	3.16179378965116e-07	0	MMP7_ERBB4				
6846	Bcell	basal_like_1	COL4A2	CD93	4.37823225815376e-06	0.03	COL4A2_CD93				
6847	endothelial	basal_like_1	COL4A2	CD93	9.88746233349943e-06	0	COL4A2_CD93				
6848	macrophage	basal_like_1	COL4A2	CD93	4.23544466836338e-06	0	COL4A2_CD93				
6849	stroma	basal_like_1	COL4A2	CD93	4.64194648068246e-06	0	COL4A2_CD93				
6850	basal_like_1	Bcell	COL4A2	CD93	6.01985870731164e-06	0	COL4A2_CD93				
6851	basal_like_2	Bcell	COL4A2	CD93	5.93848183462557e-06	0	COL4A2_CD93				
6852	Bcell	Bcell	COL4A2	CD93	1.11614708492334e-05	0	COL4A2_CD93				
6853	endothelial	Bcell	COL4A2	CD93	2.52059904862508e-05	0	COL4A2_CD93				
6854	luminal_ar	Bcell	COL4A2	CD93	4.43855974211337e-06	0.04	COL4A2_CD93				
6855	macrophage	Bcell	COL4A2	CD93	1.07974634213387e-05	0	COL4A2_CD93				
6856	mesenchymal	Bcell	COL4A2	CD93	4.58966208883201e-06	0.04	COL4A2_CD93				
6857	stroma	Bcell	COL4A2	CD93	1.18337552930416e-05	0	COL4A2_CD93				
6858	Tcell	Bcell	COL4A2	CD93	7.06075601788646e-06	0	COL4A2_CD93				
6859	basal_like_1	endothelial	COL4A2	CD93	4.90597637949748e-05	0	COL4A2_CD93				
6860	basal_like_2	endothelial	COL4A2	CD93	4.83965986214007e-05	0	COL4A2_CD93				
6861	Bcell	endothelial	COL4A2	CD93	9.09587784850131e-05	0	COL4A2_CD93				
6862	endothelial	endothelial	COL4A2	CD93	0.000205391919018263	0	COL4A2_CD93				
6863	luminal_ar	endothelial	COL4A2	CD93	3.61731337969898e-05	0	COL4A2_CD93				
6864	macrophage	endothelial	COL4A2	CD93	8.7992582047698e-05	0	COL4A2_CD93				
6865	mesenchymal	endothelial	COL4A2	CD93	3.74045391087547e-05	0	COL4A2_CD93				
6866	stroma	endothelial	COL4A2	CD93	9.64369989691321e-05	0	COL4A2_CD93				
6867	Tcell	endothelial	COL4A2	CD93	5.75422881792408e-05	0	COL4A2_CD93				
6868	endothelial	luminal_ar	COL4A2	CD93	9.42938707402181e-06	0	COL4A2_CD93				
6869	stroma	luminal_ar	COL4A2	CD93	4.42688912783353e-06	0	COL4A2_CD93				
6870	basal_like_1	macrophage	COL4A2	CD93	5.03640357151679e-06	0	COL4A2_CD93				
6871	basal_like_2	macrophage	COL4A2	CD93	4.96832104835776e-06	0	COL4A2_CD93				
6872	Bcell	macrophage	COL4A2	CD93	9.33804622336351e-06	0	COL4A2_CD93				
6873	endothelial	macrophage	COL4A2	CD93	2.10881923629785e-05	0	COL4A2_CD93				
6874	macrophage	macrophage	COL4A2	CD93	9.03350534078545e-06	0	COL4A2_CD93				
6875	stroma	macrophage	COL4A2	CD93	9.90050214275751e-06	0	COL4A2_CD93				
6876	Tcell	macrophage	COL4A2	CD93	5.90725208052603e-06	0	COL4A2_CD93				
6877	endothelial	mesenchymal	COL4A2	CD93	6.31019482035897e-06	0	COL4A2_CD93				
6878	basal_like_1	stroma	COL4A2	CD93	7.24308776898111e-06	0	COL4A2_CD93				
6879	basal_like_2	stroma	COL4A2	CD93	7.14517531810228e-06	0	COL4A2_CD93				
6880	Bcell	stroma	COL4A2	CD93	1.34294561482666e-05	0	COL4A2_CD93				
6881	endothelial	stroma	COL4A2	CD93	3.03277034406281e-05	0	COL4A2_CD93				
6882	luminal_ar	stroma	COL4A2	CD93	5.34047220593971e-06	0	COL4A2_CD93				
6883	macrophage	stroma	COL4A2	CD93	1.29914842061121e-05	0	COL4A2_CD93				
6884	mesenchymal	stroma	COL4A2	CD93	5.52227828205518e-06	0	COL4A2_CD93				
6885	stroma	stroma	COL4A2	CD93	1.42383453053809e-05	0	COL4A2_CD93				
6886	Tcell	stroma	COL4A2	CD93	8.4954925393509e-06	0	COL4A2_CD93				
6887	basal_like_1	Tcell	COL4A2	CD93	6.0635077535989e-06	0	COL4A2_CD93				
6888	basal_like_2	Tcell	COL4A2	CD93	5.98154083356975e-06	0	COL4A2_CD93				
6889	Bcell	Tcell	COL4A2	CD93	1.12424004953118e-05	0	COL4A2_CD93				
6890	endothelial	Tcell	COL4A2	CD93	2.53887516168426e-05	0	COL4A2_CD93				
6891	luminal_ar	Tcell	COL4A2	CD93	4.47074309020081e-06	0.01	COL4A2_CD93				
6892	macrophage	Tcell	COL4A2	CD93	1.08757537493277e-05	0	COL4A2_CD93				
6893	mesenchymal	Tcell	COL4A2	CD93	4.62294105289004e-06	0	COL4A2_CD93				
6894	stroma	Tcell	COL4A2	CD93	1.19195594842685e-05	0	COL4A2_CD93				
6895	Tcell	Tcell	COL4A2	CD93	7.11195239276911e-06	0	COL4A2_CD93				
6896	basal_like_1	basal_like_1	ALB	LRP2	1.00220917641296e-06	0.04	ALB_LRP2				
6897	Bcell	basal_like_1	ALB	LRP2	2.40774066546255e-06	0	ALB_LRP2				
6898	luminal_ar	basal_like_1	ALB	LRP2	1.49077966053974e-06	0	ALB_LRP2				
6899	mesenchymal	basal_like_1	ALB	LRP2	1.67367574524552e-05	0	ALB_LRP2				
6900	basal_like_1	luminal_ar	ALB	LRP2	4.32351495225943e-06	0	ALB_LRP2				
6901	basal_like_2	luminal_ar	ALB	LRP2	4.31754671645407e-06	0	ALB_LRP2				
6902	Bcell	luminal_ar	ALB	LRP2	1.03869077684349e-05	0	ALB_LRP2				
6903	endothelial	luminal_ar	ALB	LRP2	3.60570804013723e-06	0	ALB_LRP2				
6904	luminal_ar	luminal_ar	ALB	LRP2	6.43119008357692e-06	0	ALB_LRP2				
6905	macrophage	luminal_ar	ALB	LRP2	1.96828033009958e-06	0	ALB_LRP2				
6906	mesenchymal	luminal_ar	ALB	LRP2	7.21983491729052e-05	0	ALB_LRP2				
6907	stroma	luminal_ar	ALB	LRP2	2.54392540294324e-06	0	ALB_LRP2				
6908	Tcell	luminal_ar	ALB	LRP2	3.00234225032782e-06	0	ALB_LRP2				
6909	basal_like_1	mesenchymal	ALB	LRP2	1.72956740776221e-06	0	ALB_LRP2				
6910	basal_like_2	mesenchymal	ALB	LRP2	1.72717988441978e-06	0	ALB_LRP2				
6911	Bcell	mesenchymal	ALB	LRP2	4.15516603858938e-06	0	ALB_LRP2				
6912	endothelial	mesenchymal	ALB	LRP2	1.44241722100281e-06	0.03	ALB_LRP2				
6913	luminal_ar	mesenchymal	ALB	LRP2	2.57271940773429e-06	0	ALB_LRP2				
6914	mesenchymal	mesenchymal	ALB	LRP2	2.88832115330675e-05	0	ALB_LRP2				
6915	basal_like_1	basal_like_1	HEBP1	FPR3	7.81378084582005e-06	0	HEBP1_FPR3				
6916	luminal_ar	basal_like_1	HEBP1	FPR3	8.16398174540788e-06	0	HEBP1_FPR3				
6917	mesenchymal	basal_like_1	HEBP1	FPR3	8.78253661363389e-06	0	HEBP1_FPR3				
6918	basal_like_1	Bcell	HEBP1	FPR3	1.14558910679508e-05	0	HEBP1_FPR3				
6919	luminal_ar	Bcell	HEBP1	FPR3	1.19693234472435e-05	0	HEBP1_FPR3				
6920	mesenchymal	Bcell	HEBP1	FPR3	1.28761913470204e-05	0	HEBP1_FPR3				
6921	basal_like_1	macrophage	HEBP1	FPR3	4.10668720290324e-05	0	HEBP1_FPR3				
6922	basal_like_2	macrophage	HEBP1	FPR3	1.91629151974508e-05	0	HEBP1_FPR3				
6923	Bcell	macrophage	HEBP1	FPR3	2.13034138311059e-05	0	HEBP1_FPR3				
6924	endothelial	macrophage	HEBP1	FPR3	1.67354859818546e-05	0	HEBP1_FPR3				
6925	luminal_ar	macrophage	HEBP1	FPR3	4.2907358234141e-05	0	HEBP1_FPR3				
6926	macrophage	macrophage	HEBP1	FPR3	2.34716213406234e-05	0	HEBP1_FPR3				
6927	mesenchymal	macrophage	HEBP1	FPR3	4.61581694396671e-05	0	HEBP1_FPR3				
6928	stroma	macrophage	HEBP1	FPR3	1.71129530594956e-05	0	HEBP1_FPR3				
6929	Tcell	macrophage	HEBP1	FPR3	1.71635441906191e-05	0	HEBP1_FPR3				
6930	basal_like_1	Tcell	HEBP1	FPR3	1.12916660124962e-05	0	HEBP1_FPR3				
6931	luminal_ar	Tcell	HEBP1	FPR3	1.17977382077855e-05	0	HEBP1_FPR3				
6932	mesenchymal	Tcell	HEBP1	FPR3	1.26916059433072e-05	0	HEBP1_FPR3				
6933	endothelial	basal_like_1	FBN1	ITGB1	6.55012493808399e-05	0	FBN1_ITGB1				
6934	macrophage	basal_like_1	FBN1	ITGB1	5.07781419280606e-05	0	FBN1_ITGB1				
6935	stroma	basal_like_1	FBN1	ITGB1	7.99688363456982e-05	0	FBN1_ITGB1				
6936	Tcell	basal_like_1	FBN1	ITGB1	4.32829476622655e-05	0	FBN1_ITGB1				
6937	endothelial	basal_like_2	FBN1	ITGB1	5.05992675336042e-05	0	FBN1_ITGB1				
6938	macrophage	basal_like_2	FBN1	ITGB1	3.92256362399094e-05	0	FBN1_ITGB1				
6939	stroma	basal_like_2	FBN1	ITGB1	6.17755829435255e-05	0	FBN1_ITGB1				
6940	endothelial	Bcell	FBN1	ITGB1	6.04235982360679e-05	0	FBN1_ITGB1				
6941	macrophage	Bcell	FBN1	ITGB1	4.68417713245711e-05	0	FBN1_ITGB1				
6942	stroma	Bcell	FBN1	ITGB1	7.37697418601039e-05	0	FBN1_ITGB1				
6943	Tcell	Bcell	FBN1	ITGB1	3.99275885565819e-05	0	FBN1_ITGB1				
6944	basal_like_1	endothelial	FBN1	ITGB1	2.82913116943753e-05	0.02	FBN1_ITGB1				
6945	endothelial	endothelial	FBN1	ITGB1	8.67707853428793e-05	0	FBN1_ITGB1				
6946	macrophage	endothelial	FBN1	ITGB1	6.72671187393166e-05	0	FBN1_ITGB1				
6947	stroma	endothelial	FBN1	ITGB1	0.000105935782869637	0	FBN1_ITGB1				
6948	Tcell	endothelial	FBN1	ITGB1	5.73381804829695e-05	0	FBN1_ITGB1				
6949	endothelial	luminal_ar	FBN1	ITGB1	6.70706863924083e-05	0	FBN1_ITGB1				
6950	macrophage	luminal_ar	FBN1	ITGB1	5.1994825542442e-05	0	FBN1_ITGB1				
6951	stroma	luminal_ar	FBN1	ITGB1	8.18848943342387e-05	0	FBN1_ITGB1				
6952	Tcell	luminal_ar	FBN1	ITGB1	4.4320048575979e-05	0	FBN1_ITGB1				
6953	endothelial	macrophage	FBN1	ITGB1	7.30842483404356e-05	0	FBN1_ITGB1				
6954	macrophage	macrophage	FBN1	ITGB1	5.66567614494661e-05	0	FBN1_ITGB1				
6955	stroma	macrophage	FBN1	ITGB1	8.92265805728337e-05	0	FBN1_ITGB1				
6956	Tcell	macrophage	FBN1	ITGB1	4.82938854282808e-05	0	FBN1_ITGB1				
6957	endothelial	mesenchymal	FBN1	ITGB1	6.3306715699469e-05	0	FBN1_ITGB1				
6958	macrophage	mesenchymal	FBN1	ITGB1	4.90768624931391e-05	0	FBN1_ITGB1				
6959	stroma	mesenchymal	FBN1	ITGB1	7.72896225535392e-05	0	FBN1_ITGB1				
6960	Tcell	mesenchymal	FBN1	ITGB1	4.18327779750933e-05	0	FBN1_ITGB1				
6961	basal_like_1	stroma	FBN1	ITGB1	2.68674627690229e-05	0.02	FBN1_ITGB1				
6962	endothelial	stroma	FBN1	ITGB1	8.24040161681094e-05	0	FBN1_ITGB1				
6963	macrophage	stroma	FBN1	ITGB1	6.38818154879408e-05	0	FBN1_ITGB1				
6964	stroma	stroma	FBN1	ITGB1	0.000100604625740321	0	FBN1_ITGB1				
6965	Tcell	stroma	FBN1	ITGB1	5.4452536458637e-05	0	FBN1_ITGB1				
6966	endothelial	Tcell	FBN1	ITGB1	6.51340126878447e-05	0	FBN1_ITGB1				
6967	macrophage	Tcell	FBN1	ITGB1	5.04934470539395e-05	0	FBN1_ITGB1				
6968	stroma	Tcell	FBN1	ITGB1	7.95204927071032e-05	0	FBN1_ITGB1				
6969	Tcell	Tcell	FBN1	ITGB1	4.30402738519551e-05	0	FBN1_ITGB1				
6970	Bcell	basal_like_1	COMP	ITGA5	6.79705421760745e-06	0.01	COMP_ITGA5				
6971	macrophage	basal_like_1	COMP	ITGA5	7.21602873433591e-06	0	COMP_ITGA5				
6972	stroma	basal_like_1	COMP	ITGA5	8.99674779011082e-06	0	COMP_ITGA5				
6973	Bcell	basal_like_2	COMP	ITGA5	1.00962475002149e-05	0	COMP_ITGA5				
6974	macrophage	basal_like_2	COMP	ITGA5	1.07185840986273e-05	0	COMP_ITGA5				
6975	stroma	basal_like_2	COMP	ITGA5	1.33636267263117e-05	0	COMP_ITGA5				
6976	Bcell	Bcell	COMP	ITGA5	1.26363996138099e-05	0.02	COMP_ITGA5				
6977	macrophage	Bcell	COMP	ITGA5	1.34153100698123e-05	0	COMP_ITGA5				
6978	stroma	Bcell	COMP	ITGA5	1.67258170701743e-05	0	COMP_ITGA5				
6979	basal_like_1	endothelial	COMP	ITGA5	3.12468658450749e-05	0	COMP_ITGA5				
6980	basal_like_2	endothelial	COMP	ITGA5	3.17519982836517e-05	0	COMP_ITGA5				
6981	Bcell	endothelial	COMP	ITGA5	6.82032303944129e-05	0	COMP_ITGA5				
6982	endothelial	endothelial	COMP	ITGA5	3.75878963599283e-05	0	COMP_ITGA5				
6983	luminal_ar	endothelial	COMP	ITGA5	2.03313117211255e-05	0	COMP_ITGA5				
6984	macrophage	endothelial	COMP	ITGA5	7.2407044532896e-05	0	COMP_ITGA5				
6985	mesenchymal	endothelial	COMP	ITGA5	2.49569584354971e-05	0	COMP_ITGA5				
6986	stroma	endothelial	COMP	ITGA5	9.02736757580803e-05	0	COMP_ITGA5				
6987	Tcell	endothelial	COMP	ITGA5	3.90872971837174e-05	0	COMP_ITGA5				
6988	macrophage	luminal_ar	COMP	ITGA5	6.68707474175349e-06	0.04	COMP_ITGA5				
6989	stroma	luminal_ar	COMP	ITGA5	8.33726346903083e-06	0.01	COMP_ITGA5				
6990	basal_like_1	macrophage	COMP	ITGA5	1.06125503787514e-05	0	COMP_ITGA5				
6991	basal_like_2	macrophage	COMP	ITGA5	1.07841149729711e-05	0	COMP_ITGA5				
6992	Bcell	macrophage	COMP	ITGA5	2.31648155521234e-05	0	COMP_ITGA5				
6993	endothelial	macrophage	COMP	ITGA5	1.27662440179585e-05	0	COMP_ITGA5				
6994	luminal_ar	macrophage	COMP	ITGA5	6.90518900799753e-06	0.04	COMP_ITGA5				
6995	macrophage	macrophage	COMP	ITGA5	2.45926839257692e-05	0	COMP_ITGA5				
6996	mesenchymal	macrophage	COMP	ITGA5	8.47623822057798e-06	0.02	COMP_ITGA5				
6997	stroma	macrophage	COMP	ITGA5	3.06613560101133e-05	0	COMP_ITGA5				
6998	Tcell	macrophage	COMP	ITGA5	1.32755093068474e-05	0	COMP_ITGA5				
6999	basal_like_1	stroma	COMP	ITGA5	9.3922832695127e-06	0	COMP_ITGA5				
7000	basal_like_2	stroma	COMP	ITGA5	9.54412097190744e-06	0	COMP_ITGA5				
7001	Bcell	stroma	COMP	ITGA5	2.05012759243e-05	0	COMP_ITGA5				
7002	endothelial	stroma	COMP	ITGA5	1.12983406927083e-05	0	COMP_ITGA5				
7003	luminal_ar	stroma	COMP	ITGA5	6.11120430347143e-06	0.02	COMP_ITGA5				
7004	macrophage	stroma	COMP	ITGA5	2.1764968537087e-05	0	COMP_ITGA5				
7005	mesenchymal	stroma	COMP	ITGA5	7.50160970081213e-06	0.01	COMP_ITGA5				
7006	stroma	stroma	COMP	ITGA5	2.71358716500738e-05	0	COMP_ITGA5				
7007	Tcell	stroma	COMP	ITGA5	1.17490497275571e-05	0	COMP_ITGA5				
7008	Bcell	Tcell	COMP	ITGA5	1.66481503098312e-05	0	COMP_ITGA5				
7009	endothelial	Tcell	COMP	ITGA5	9.17485084591539e-06	0.02	COMP_ITGA5				
7010	macrophage	Tcell	COMP	ITGA5	1.76743415918694e-05	0	COMP_ITGA5				
7011	stroma	Tcell	COMP	ITGA5	2.20358301122726e-05	0	COMP_ITGA5				
7012	Tcell	Tcell	COMP	ITGA5	9.54085125372185e-06	0.02	COMP_ITGA5				
7013	Bcell	basal_like_1	THBS2	ITGB1	7.40353596862148e-05	0	THBS2_ITGB1				
7014	macrophage	basal_like_1	THBS2	ITGB1	6.15379975471714e-05	0	THBS2_ITGB1				
7015	stroma	basal_like_1	THBS2	ITGB1	0.00011782536888676	0	THBS2_ITGB1				
7016	Tcell	basal_like_1	THBS2	ITGB1	4.82172241533412e-05	0.04	THBS2_ITGB1				
7017	Bcell	basal_like_2	THBS2	ITGB1	5.7191920474621e-05	0.02	THBS2_ITGB1				
7018	macrophage	basal_like_2	THBS2	ITGB1	4.75376397096776e-05	0.03	THBS2_ITGB1				
7019	stroma	basal_like_2	THBS2	ITGB1	9.10203758729785e-05	0	THBS2_ITGB1				
7020	Bcell	Bcell	THBS2	ITGB1	6.82961902393866e-05	0	THBS2_ITGB1				
7021	macrophage	Bcell	THBS2	ITGB1	5.67675598973277e-05	0	THBS2_ITGB1				
7022	stroma	Bcell	THBS2	ITGB1	0.000108691997458116	0	THBS2_ITGB1				
7023	Bcell	endothelial	THBS2	ITGB1	9.8075816267453e-05	0	THBS2_ITGB1				
7024	endothelial	endothelial	THBS2	ITGB1	5.46347355023519e-05	0	THBS2_ITGB1				
7025	macrophage	endothelial	THBS2	ITGB1	8.15206930926066e-05	0	THBS2_ITGB1				
7026	stroma	endothelial	THBS2	ITGB1	0.00015608291705397	0	THBS2_ITGB1				
7027	Tcell	endothelial	THBS2	ITGB1	6.38746578077785e-05	0	THBS2_ITGB1				
7028	Bcell	luminal_ar	THBS2	ITGB1	7.58092620059103e-05	0	THBS2_ITGB1				
7029	macrophage	luminal_ar	THBS2	ITGB1	6.30124793906362e-05	0	THBS2_ITGB1				
7030	stroma	luminal_ar	THBS2	ITGB1	0.000120648362163364	0	THBS2_ITGB1				
7031	Tcell	luminal_ar	THBS2	ITGB1	4.93725492238323e-05	0.04	THBS2_ITGB1				
7032	Bcell	macrophage	THBS2	ITGB1	8.26062604650023e-05	0	THBS2_ITGB1				
7033	macrophage	macrophage	THBS2	ITGB1	6.86622072294339e-05	0	THBS2_ITGB1				
7034	stroma	macrophage	THBS2	ITGB1	0.000131465070309594	0	THBS2_ITGB1				
7035	Tcell	macrophage	THBS2	ITGB1	5.37993804589021e-05	0	THBS2_ITGB1				
7036	Bcell	mesenchymal	THBS2	ITGB1	7.1554922262759e-05	0	THBS2_ITGB1				
7037	macrophage	mesenchymal	THBS2	ITGB1	5.94762395363578e-05	0	THBS2_ITGB1				
7038	stroma	mesenchymal	THBS2	ITGB1	0.000113877983671098	0	THBS2_ITGB1				
7039	Bcell	stroma	THBS2	ITGB1	9.31401705754702e-05	0	THBS2_ITGB1				
7040	endothelial	stroma	THBS2	ITGB1	5.18851400062288e-05	0.01	THBS2_ITGB1				
7041	macrophage	stroma	THBS2	ITGB1	7.74181161327097e-05	0	THBS2_ITGB1				
7042	stroma	stroma	THBS2	ITGB1	0.000148228508453442	0	THBS2_ITGB1				
7043	Tcell	stroma	THBS2	ITGB1	6.06600741076321e-05	0	THBS2_ITGB1				
7044	Bcell	Tcell	THBS2	ITGB1	7.36202795134093e-05	0	THBS2_ITGB1				
7045	macrophage	Tcell	THBS2	ITGB1	6.11929797040671e-05	0	THBS2_ITGB1				
7046	stroma	Tcell	THBS2	ITGB1	0.000117164808245227	0	THBS2_ITGB1				
7047	Bcell	basal_like_1	COL5A1	SDC3	2.38686854721964e-06	0.01	COL5A1_SDC3				
7048	endothelial	basal_like_1	COL5A1	SDC3	3.08047868467143e-06	0	COL5A1_SDC3				
7049	macrophage	basal_like_1	COL5A1	SDC3	2.85680026732779e-06	0	COL5A1_SDC3				
7050	stroma	basal_like_1	COL5A1	SDC3	5.2502220050101e-06	0	COL5A1_SDC3				
7051	Tcell	basal_like_1	COL5A1	SDC3	2.17061281000734e-06	0.02	COL5A1_SDC3				
7052	Bcell	luminal_ar	COL5A1	SDC3	2.75639910441516e-06	0	COL5A1_SDC3				
7053	endothelial	luminal_ar	COL5A1	SDC3	3.55739229363562e-06	0	COL5A1_SDC3				
7054	macrophage	luminal_ar	COL5A1	SDC3	3.29908454096767e-06	0	COL5A1_SDC3				
7055	stroma	luminal_ar	COL5A1	SDC3	6.06304894089843e-06	0	COL5A1_SDC3				
7056	Tcell	luminal_ar	COL5A1	SDC3	2.50666313937624e-06	0.01	COL5A1_SDC3				
7057	basal_like_1	macrophage	COL5A1	SDC3	3.37193231467896e-06	0	COL5A1_SDC3				
7058	basal_like_2	macrophage	COL5A1	SDC3	2.33639796088577e-06	0.02	COL5A1_SDC3				
7059	Bcell	macrophage	COL5A1	SDC3	5.67323275045525e-06	0	COL5A1_SDC3				
7060	endothelial	macrophage	COL5A1	SDC3	7.32183424658187e-06	0	COL5A1_SDC3				
7061	luminal_ar	macrophage	COL5A1	SDC3	2.72326806006977e-06	0	COL5A1_SDC3				
7062	macrophage	macrophage	COL5A1	SDC3	6.79018640152141e-06	0	COL5A1_SDC3				
7063	mesenchymal	macrophage	COL5A1	SDC3	2.60705979982438e-06	0	COL5A1_SDC3				
7064	stroma	macrophage	COL5A1	SDC3	1.24789503105226e-05	0	COL5A1_SDC3				
7065	Tcell	macrophage	COL5A1	SDC3	5.1592264531206e-06	0	COL5A1_SDC3				
7066	stroma	mesenchymal	COL5A1	SDC3	3.16961355915769e-06	0	COL5A1_SDC3				
7067	Bcell	stroma	COL5A1	SDC3	2.97553405643886e-06	0	COL5A1_SDC3				
7068	endothelial	stroma	COL5A1	SDC3	3.84020631512122e-06	0	COL5A1_SDC3				
7069	macrophage	stroma	COL5A1	SDC3	3.56136307237694e-06	0	COL5A1_SDC3				
7070	stroma	stroma	COL5A1	SDC3	6.54506230176154e-06	0	COL5A1_SDC3				
7071	Tcell	stroma	COL5A1	SDC3	2.70594402507691e-06	0	COL5A1_SDC3				
7072	basal_like_1	Tcell	COL5A1	SDC3	2.45396809842086e-06	0.02	COL5A1_SDC3				
7073	Bcell	Tcell	COL5A1	SDC3	4.12877234991811e-06	0	COL5A1_SDC3				
7074	endothelial	Tcell	COL5A1	SDC3	5.32856691860871e-06	0	COL5A1_SDC3				
7075	macrophage	Tcell	COL5A1	SDC3	4.94165207446992e-06	0	COL5A1_SDC3				
