gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	_0_	_1_	_4_	_2_	_3_	_6_	_7_	_5_	_8_	_10_	_9_
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	20.367	8.012	17.482	8.327	16.511	8.209	20.998	11.469	16.945	12.653	8.943
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.7	0.075	0.319	0.115	0.203	0.08	0.31	0.203	0.204	0.295	0.082
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.459	0.029	0.359	0.037	0.047	0.058	0.192	0.054	0.102	0.051	0.053
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.7	0.075	0.319	0.115	0.203	0.08	0.31	0.203	0.204	0.295	0.082
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.459	0.029	0.359	0.037	0.047	0.058	0.192	0.054	0.102	0.051	0.053
SELE	P16581	False	LYAM2_HUMAN		CPI-SS086A1C18B	0.375	0.036	0.16	0.032	0.102	0.018	0.023	0.062	0.129	0.134	0.102
SELP	P16109	False	LYAM3_HUMAN		CPI-SS06ABF2F5A	0.459	0.029	0.359	0.037	0.047	0.058	0.192	0.054	0.102	0.051	0.053
SELE	P16581	False	LYAM2_HUMAN		CPI-SS04F90EE0D	0.375	0.036	0.16	0.032	0.102	0.018	0.023	0.062	0.129	0.134	0.102
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	4.057	3.293	3.133	2.892	2.338	2.444	2.305	1.936	2.712	2.365	2.568
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.179	0.033	0.261	0.034	0.012	0.02	0.141	0.017	0.005	0.051	0.041
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.05	0.017	0.064	0.023	0.009	0.022	0.029	0.013	0.015	0.0	0.011
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.135	0.024	0.174	0.036	0.049	0.037	0.063	0.054	0.034	0.052	0.061
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.597	0.124	0.186	0.139	0.254	0.091	0.352	0.111	0.142	0.325	0.088
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.655	0.179	0.829	0.126	0.108	0.079	0.34	0.179	0.197	0.313	0.137
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	0.23	0.094	0.28	0.105	0.073	0.053	0.148	0.054	0.101	0.142	0.053
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.23	0.094	0.28	0.105	0.073	0.053	0.148	0.054	0.101	0.142	0.053
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.236	0.181	0.219	0.198	0.15	0.122	0.269	0.129	0.122	0.223	0.091
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	2.476	0.731	3.693	0.82	0.648	0.49	1.078	0.564	0.839	1.042	0.611
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS081AD39D7	2.476	0.731	3.693	0.82	0.648	0.49	1.078	0.564	0.839	1.042	0.611
PMCH	P20382	False	MCH_HUMAN		CPI-SS0362EFFDE	0.034	0.005	0.021	0.008	0.005	0.016	0.0	0.013	0.0	0.0	0.0
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	0.079	0.277	0.051	0.112	0.056	0.055	0.047	0.03	0.052	0.034	0.134
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.274	0.169	0.136	0.186	0.181	0.188	0.171	0.178	0.181	0.198	0.197
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	0.158	0.063	0.133	0.057	0.075	0.021	0.024	0.028	0.102	0.125	0.053
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS087BD262F	0.006	0.003	0.018	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C7915758	0.006	0.003	0.018	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.722	0.333	0.238	0.363	0.34	0.157	0.519	0.359	0.525	0.599	0.381
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.003	0.001	0.0	0.008	0.011	0.0	0.0	0.016	0.0	0.016	0.012
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS09A3A441F	0.008	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.333	0.309	0.362	0.302	0.561	0.477	0.582	0.471	0.464	0.332	0.47
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS099C401F7	0.215	0.093	0.178	0.129	0.115	0.118	0.133	0.108	0.122	0.094	0.161
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.063	0.007	0.016	0.018	0.024	0.011	0.0	0.015	0.027	0.0	0.005
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	1.103	0.176	0.851	0.164	0.315	0.113	0.758	0.226	0.323	0.454	0.201
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	1.325	0.565	0.692	0.55	0.57	0.31	0.909	0.46	0.659	0.821	0.531
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.225	0.143	0.197	0.057	0.112	0.057	0.195	0.067	0.088	0.108	0.071
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	1.325	0.565	0.692	0.55	0.57	0.31	0.909	0.46	0.659	0.821	0.531
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.116	0.134	0.029	0.11	0.099	0.048	0.048	0.118	0.064	0.113	0.117
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.202	0.127	0.155	0.12	0.129	0.097	0.143	0.079	0.136	0.136	0.102
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS00C069DCB	0.003	0.003	0.031	0.004	0.005	0.012	0.0	0.006	0.004	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0B27088B4	0.003	0.005	0.0	0.0	0.0	0.0	0.013	0.002	0.002	0.0	0.005
CALCR	P30988	False	CALCR_HUMAN		CPI-SS032CFAE42	0.003	0.005	0.0	0.0	0.0	0.0	0.013	0.002	0.002	0.0	0.005
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	3.614	0.637	1.408	0.581	1.218	0.464	1.437	1.03	0.9	1.235	0.685
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.067	0.171	0.035	0.073	0.085	0.091	0.032	0.046	0.064	0.066	0.071
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.598	0.704	0.647	0.742	0.614	0.643	0.377	0.616	0.558	0.531	0.735
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.693	0.327	0.282	0.258	0.213	0.161	0.415	0.228	0.32	0.335	0.174
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.125	0.018	0.077	0.014	0.035	0.053	0.056	0.047	0.059	0.057	0.041
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	1.453	1.543	1.341	1.469	1.563	1.406	1.798	1.371	1.23	1.48	1.762
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SC0EB9D030F	0.098	0.141	0.065	0.05	0.124	0.141	0.108	0.139	0.14	0.121	0.091
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SC0273E24EB	0.098	0.141	0.065	0.05	0.124	0.141	0.108	0.139	0.14	0.121	0.091
LEP	P41159	False	LEP_HUMAN		CPI-SS066FE05CA	0.0	0.0	0.029	0.003	0.004	0.018	0.012	0.0	0.0	0.0	0.0
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	0.012	0.003	0.0	0.003	0.01	0.005	0.0	0.008	0.011	0.014	0.012
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.486	0.099	0.283	0.096	0.188	0.057	0.341	0.161	0.243	0.284	0.239
XCR1	P46094	False	XCR1_HUMAN		CPI-SS0B6643F31	0.041	0.003	0.0	0.007	0.011	0.0	0.046	0.027	0.003	0.039	0.0
XCR1	P46094	False	XCR1_HUMAN		CPI-SS052D34F0B	0.041	0.003	0.0	0.007	0.011	0.0	0.046	0.027	0.003	0.039	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS07B3139A0	0.068	0.193	0.037	0.171	0.055	0.044	0.05	0.111	0.079	0.045	0.073
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.068	0.193	0.037	0.171	0.055	0.044	0.05	0.111	0.079	0.045	0.073
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.117	0.035	0.275	0.034	0.023	0.02	0.039	0.042	0.049	0.02	0.025
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.022	0.001	0.025	0.001	0.0	0.0	0.0	0.003	0.0	0.013	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0974EB232	1.869	0.086	3.345	0.088	0.172	0.134	0.808	0.14	0.234	0.33	0.101
INHBE	P58166	False	INHBE_HUMAN		CPI-SS09CCC0451	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	0.105	0.012	0.058	0.013	0.021	0.004	0.034	0.01	0.006	0.08	0.034
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS036437279	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.005
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS09000F32A	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.005
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.885	2.513	0.919	2.054	1.186	1.63	1.008	1.432	1.431	1.297	1.626
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.335	0.625	0.357	0.545	0.386	0.607	0.244	0.421	0.413	0.653	0.626
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.143	0.026	0.242	0.067	0.042	0.044	0.062	0.044	0.023	0.123	0.028
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.143	0.026	0.242	0.067	0.042	0.044	0.062	0.044	0.023	0.123	0.028
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS09D5B5F9C	5.053	1.527	3.865	1.193	1.092	0.741	3.25	0.781	1.326	1.668	1.362
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	1.659	1.36	1.334	1.592	1.727	2.229	1.127	1.873	3.769	1.888	1.357
CD47	Q08722	False	CD47_HUMAN		CPI-SC0EB8DC52F	1.659	1.36	1.334	1.592	1.727	2.229	1.127	1.873	3.769	1.888	1.357
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.252	0.128	0.331	0.128	0.124	0.136	0.171	0.223	0.123	0.239	0.126
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	1.077	0.19	0.548	0.162	0.31	0.124	0.378	0.219	0.267	0.341	0.194
KISS1	Q15726	False	KISS1_HUMAN		CPI-SS0F856A80F	0.003	0.001	0.022	0.001	0.015	0.009	0.0	0.008	0.004	0.0	0.017
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.012	0.015	0.02	0.022	0.008	0.019	0.0	0.029	0.007	0.012	0.017
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	1.203	0.457	0.757	0.502	0.633	0.258	0.554	0.467	0.682	0.593	0.51
IGFL1	Q6UW32	False	IGFL1_HUMAN		CPI-SS00ABEE10B	0.032	0.03	0.013	0.069	0.02	0.019	0.053	0.004	0.007	0.019	0.0
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	0.084	0.024	0.028	0.028	0.035	0.036	0.0	0.013	0.033	0.026	0.006
IGFL3	Q6UXB1	False	IGFL3_HUMAN		CPI-SS0327E1782	0.009	0.003	0.0	0.008	0.0	0.025	0.0	0.003	0.004	0.025	0.0
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS033E857EB	0.029	0.026	0.0	0.009	0.014	0.007	0.024	0.005	0.022	0.0	0.0
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.27	0.238	0.281	1.086	0.384	0.738	0.218	0.328	0.452	0.439	0.245
IFNL1	Q8IU54	False	IFNL1_HUMAN		CPI-SC07B4ED8C9	0.022	0.019	0.0	0.022	0.017	0.035	0.017	0.01	0.061	0.041	0.012
IFNL3	Q8IZI9	False	IFNL3_HUMAN		CPI-SC0F486460D	0.0	0.007	0.0	0.003	0.005	0.007	0.0	0.002	0.017	0.0	0.0
IFNL2	Q8IZJ0	False	IFNL2_HUMAN		CPI-SC077B6280E	0.0	0.011	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0799949D7	0.002	0.0	0.014	0.0	0.002	0.004	0.014	0.005	0.0	0.0	0.005
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS09EF54490	0.044	0.034	0.019	0.02	0.069	0.103	0.026	0.068	0.076	0.041	0.1
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.643	0.217	0.396	0.19	0.219	0.089	0.447	0.211	0.237	0.462	0.11
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.025	0.019	0.022	0.012	0.025	0.04	0.031	0.073	0.031	0.034	0.013
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.789	0.342	1.131	0.399	0.266	0.248	0.428	0.241	0.245	0.472	0.262
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS08C78576B	0.005	0.001	0.0	0.0	0.002	0.011	0.0	0.005	0.016	0.0	0.006
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC001AFA16D	0.077	0.14	0.046	0.08	0.071	0.066	0.11	0.046	0.039	0.025	0.093
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.004	0.0	0.0	0.005	0.0	0.001	0.0	0.001	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC045C36F28	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC09863F59B	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0104F2A96	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC072007F09	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0947744F4	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0B6E6E341	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC045C36F28	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC09863F59B	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0104F2A96	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC072007F09	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0947744F4	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0B6E6E341	0.143	0.147	0.265	0.294	0.221	0.296	0.252	0.187	0.284	0.164	0.143
IL12RB1	P42701	True	I12R1_HUMAN	IL12 receptor	CPI-CC0041E1D30	0.022	0.004	0.0	0.008	0.016	0.003	0.029	0.007	0.01	0.012	0.0
IL12RB1	P42701	True	I12R1_HUMAN	IL23 receptor	CPI-CC051643E98	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.014	0.0
IL12RB2	Q99665	True	I12R2_HUMAN	IL12 receptor	CPI-CC0041E1D30	0.022	0.004	0.0	0.008	0.016	0.003	0.029	0.007	0.01	0.012	0.0
IL12RB2	Q99665	True	I12R2_HUMAN	IL35 receptor	CPI-CC0C3ECBD1F	0.022	0.004	0.0	0.008	0.016	0.003	0.029	0.007	0.01	0.012	0.0
IL23R	Q5VWK5	True	IL23R_HUMAN	IL23 receptor	CPI-CC051643E98	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.014	0.0
IL27RA	Q6UWB1	True	I27RA_HUMAN	IL27 receptor	CPI-CC09BCDA08E	0.439	0.192	0.305	0.15	0.219	0.185	0.252	0.184	0.169	0.301	0.18
IL6ST	P40189	True	IL6RB_HUMAN	IL27 receptor	CPI-CC09BCDA08E	0.439	0.192	0.305	0.15	0.219	0.185	0.252	0.184	0.169	0.301	0.18
IL6ST	P40189	True	IL6RB_HUMAN	IL35 receptor	CPI-CC0C3ECBD1F	0.022	0.004	0.0	0.008	0.016	0.003	0.029	0.007	0.01	0.012	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-SC033E22B14	0.655	0.179	0.829	0.126	0.108	0.079	0.34	0.179	0.197	0.313	0.137
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-SC033E22B14	0.655	0.179	0.829	0.126	0.108	0.079	0.34	0.179	0.197	0.313	0.137
RET	P07949	True	RET_HUMAN	RET receptor 1	CPI-SC0EB9D030F	0.272	0.666	0.454	0.296	0.596	0.501	0.29	0.485	0.197	0.437	0.453
RET	P07949	True	RET_HUMAN	RET receptor 2	CPI-SC001AFA16D	0.054	0.014	0.04	0.01	0.009	0.006	0.025	0.008	0.007	0.028	0.018
RET	P07949	True	RET_HUMAN	RET receptor 3	CPI-SC0273E24EB	0.002	0.006	0.0	0.03	0.003	0.002	0.0	0.015	0.005	0.0	0.018
GFRA1	P56159	True	GFRA1_HUMAN	RET receptor 1	CPI-SC0EB9D030F	0.272	0.666	0.454	0.296	0.596	0.501	0.29	0.485	0.197	0.437	0.453
GFRA2	O00451	True	GFRA2_HUMAN	RET receptor 2	CPI-SC001AFA16D	0.054	0.014	0.04	0.01	0.009	0.006	0.025	0.008	0.007	0.028	0.018
GFRA3	O60609	True	GFRA3_HUMAN	RET receptor 3	CPI-SC0273E24EB	0.002	0.006	0.0	0.03	0.003	0.002	0.0	0.015	0.005	0.0	0.018
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1 complex	CPI-SC0EB8DC52F	0.094	0.045	0.02	0.026	0.047	0.02	0.044	0.033	0.053	0.089	0.05
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1 complex	CPI-SC0EB8DC52F	0.094	0.045	0.02	0.026	0.047	0.02	0.044	0.033	0.053	0.089	0.05
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.215	0.093	0.178	0.129	0.115	0.118	0.133	0.108	0.122	0.094	0.161
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.215	0.093	0.178	0.129	0.115	0.118	0.133	0.108	0.122	0.094	0.161
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.183	0.319	0.406	0.261	0.337	0.333	0.156	0.286	0.3	0.409	0.36
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.183	0.319	0.406	0.261	0.337	0.333	0.156	0.286	0.3	0.409	0.36
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.818	0.61	0.715	0.555	0.483	0.602	0.554	0.553	0.572	0.608	0.58
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.818	0.467	0.748	0.524	0.507	0.337	0.604	0.409	0.526	0.624	0.369
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.818	0.467	0.748	0.524	0.507	0.337	0.604	0.409	0.526	0.624	0.369
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.818	0.467	0.748	0.524	0.507	0.337	0.604	0.409	0.526	0.624	0.369
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.215	0.093	0.178	0.129	0.115	0.118	0.133	0.108	0.122	0.094	0.161
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.215	0.093	0.178	0.129	0.115	0.118	0.133	0.108	0.122	0.094	0.161
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.183	0.319	0.406	0.261	0.337	0.333	0.156	0.286	0.3	0.409	0.36
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.183	0.319	0.406	0.261	0.337	0.333	0.156	0.286	0.3	0.409	0.36
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.818	0.61	0.715	0.555	0.483	0.602	0.554	0.553	0.572	0.608	0.58
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.818	0.467	0.748	0.524	0.507	0.337	0.604	0.409	0.526	0.624	0.369
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.818	0.467	0.748	0.524	0.507	0.337	0.604	0.409	0.526	0.624	0.369
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.818	0.467	0.748	0.524	0.507	0.337	0.604	0.409	0.526	0.624	0.369
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.414	0.265	0.397	0.277	0.22	0.283	0.348	0.23	0.294	0.129	0.281
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.414	0.265	0.397	0.277	0.22	0.283	0.348	0.23	0.294	0.129	0.281
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.414	0.265	0.397	0.277	0.22	0.283	0.348	0.23	0.294	0.129	0.281
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.414	0.265	0.397	0.277	0.22	0.283	0.348	0.23	0.294	0.129	0.281
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.414	0.265	0.397	0.277	0.22	0.283	0.348	0.23	0.294	0.129	0.281
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.414	0.265	0.397	0.277	0.22	0.283	0.348	0.23	0.294	0.129	0.281
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.457	0.145	0.296	0.175	0.177	0.129	0.195	0.169	0.229	0.202	0.157
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.457	0.145	0.296	0.175	0.177	0.129	0.195	0.169	0.229	0.202	0.157
IFNGR1	P15260	True	INGR1_HUMAN	Type II IFNR	CPI-SC09E5431A2	1.309	0.683	0.996	0.702	0.562	0.446	0.583	0.462	0.702	0.806	0.461
IFNGR2	P38484	True	INGR2_HUMAN	Type II IFNR	CPI-SC09E5431A2	1.309	0.683	0.996	0.702	0.562	0.446	0.583	0.462	0.702	0.806	0.461
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.056	0.048	0.0	0.04	0.046	0.045	0.021	0.039	0.084	0.044	0.059
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC0F486460D	0.056	0.048	0.0	0.04	0.046	0.045	0.021	0.039	0.084	0.044	0.059
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC077B6280E	0.056	0.048	0.0	0.04	0.046	0.045	0.021	0.039	0.084	0.044	0.059
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.056	0.048	0.0	0.04	0.046	0.045	0.021	0.039	0.084	0.044	0.059
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC0F486460D	0.056	0.048	0.0	0.04	0.046	0.045	0.021	0.039	0.084	0.044	0.059
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC077B6280E	0.056	0.048	0.0	0.04	0.046	0.045	0.021	0.039	0.084	0.044	0.059
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC01C699B73	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	0.069	0.012	0.061	0.019	0.012	0.005	0.007	0.009	0.031	0.012	0.0
